ram,ssd,weight,screen,price
32,256,2.3,17.3,1650
4,2048,2.0,12.1,1925
8,128,1.8,17.3,1170
12,2048,2.4,17.3,2350
4,512,1.8,14.0,930
4,512,1.8,11.6,830
12,128,1.6,12.1,925
16,64,1.8,13.4,995
12,128,1.5,12.1,895
12,256,1.9,17.3,1090
64,512,3.0,16.0,2395
64,1024,2.2,11.6,2525
4,2048,2.5,11.6,1860
12,1024,2.0,12.5,1505
64,512,2.6,15.6,2025
12,64,2.0,17.3,1130
16,512,2.4,17.3,1540
32,2048,2.7,14.0,2825
16,64,1.7,13.3,920
16,1024,2.0,17.3,1865
16,2048,2.0,13.4,1870
64,1024,2.2,12.1,2480
32,64,1.9,10.1,1295
16,64,2.3,15.6,845
4,1024,2.1,14.0,1435
4,1024,2.0,16.0,1635
64,64,2.3,15.6,2015
16,64,1.9,13.4,965
8,64,2.0,13.4,785
4,128,2.2,13.4,670
4,64,2.1,11.6,670
32,1024,2.0,12.1,2170
64,1024,2.2,12.5,2500
16,256,1.6,13.3,1030
4,128,2.0,11.6,695
12,256,1.6,13.3,910
32,256,2.6,16.0,1820
64,128,2.7,12.1,1960
4,2048,2.0,11.6,1850
16,2048,2.5,13.4,2220
16,128,1.9,16.0,1145
32,2048,2.0,11.6,2385
64,128,2.4,17.3,2405
12,2048,2.4,12.5,2175
4,2048,2.4,14.0,1995
16,1024,2.4,13.4,1410
16,1024,2.3,17.3,1845
32,256,2.4,15.6,1660
32,128,2.3,16.0,1805
64,128,2.0,11.6,1750
16,128,2.1,12.5,880
16,2048,2.3,16.0,2175
12,1024,1.9,17.3,1875
12,512,2.3,11.6,1060
64,1024,2.6,13.4,2800
4,512,2.1,13.3,985
32,1024,2.2,17.3,2220
64,256,2.2,10.1,2160
12,128,1.7,10.1,810
64,64,2.2,12.5,1755
16,1024,2.7,17.3,1640
12,256,2.2,12.5,800
16,256,2.3,11.6,970
12,64,2.2,13.3,880
64,512,2.4,12.5,2380
16,512,2.3,12.1,995
16,256,1.7,12.5,1015
32,64,2.4,17.3,1805
8,256,1.9,12.5,780
32,1024,2.4,15.6,2320
12,512,1.8,15.6,1260
8,512,2.1,13.4,1085
12,128,2.0,10.1,725
4,512,1.7,16.0,1170
4,512,1.9,10.1,935
8,2048,2.2,17.3,2005
8,2048,2.2,17.3,2005
4,128,2.0,17.3,990
32,256,1.7,12.1,1675
4,1024,1.6,12.1,1265
32,64,2.6,16.0,1560
16,128,1.7,12.5,935
64,256,2.5,14.0,2135
32,256,2.5,14.0,1425
8,512,2.0,16.0,1285
8,2048,2.1,12.1,2080
32,128,1.9,12.5,1545
32,512,2.6,17.3,1860
32,512,2.2,13.4,1655
12,128,1.9,17.3,1245
8,1024,2.1,13.4,1630
32,256,1.9,14.0,1415
64,2048,3.0,17.3,3655
4,512,1.5,10.1,835
16,128,2.1,14.0,885
32,128,2.4,17.3,1625
4,128,1.4,12.1,675
4,1024,2.1,12.1,1330
64,64,2.5,16.0,2030
8,1024,2.3,13.4,1475
8,2048,2.7,14.0,1790
12,256,2.3,13.4,1010
64,64,2.9,17.3,2320
12,256,1.8,13.3,845
4,256,1.4,10.1,725
16,256,1.7,11.6,1050
64,256,2.2,10.1,2135
32,64,2.1,12.1,1360
8,1024,2.0,16.0,1795
32,512,2.5,11.6,1770
4,1024,1.9,14.0,1595
12,1024,1.7,11.6,1420
16,512,2.1,11.6,975
12,1024,2.1,10.1,1315
8,2048,1.9,13.4,2030
64,64,2.8,16.0,1940
16,64,1.6,12.1,815
12,512,2.1,16.0,1270
16,1024,2.3,16.0,1665
32,128,2.7,17.3,1685
4,64,2.0,10.1,655
64,1024,2.3,12.1,2365
32,256,2.0,12.1,1645
32,128,2.0,17.3,1685
64,64,2.4,14.0,1915
16,2048,2.0,11.6,2085
16,128,2.3,13.4,995
16,256,2.0,17.3,1170
16,2048,2.2,12.5,2055
4,256,2.0,15.6,945
12,128,1.8,13.3,885
4,512,2.0,12.5,910
12,128,1.6,11.6,805
64,128,2.8,13.4,1735
4,256,1.6,10.1,780
8,256,1.8,11.6,810
12,256,1.6,11.6,815
8,128,1.9,12.1,815
8,128,2.0,13.4,845
12,128,2.1,17.3,1100
8,512,2.1,16.0,1090
64,256,2.1,12.1,2045
8,1024,2.5,17.3,1705
64,1024,2.9,15.6,2805
8,1024,2.1,15.6,1410
4,2048,2.3,16.0,2350
12,512,2.1,11.6,935
4,256,2.0,11.6,780
12,2048,2.3,17.3,2305
32,64,2.0,10.1,1500
16,128,1.9,11.6,975
12,256,2.2,16.0,1030
32,64,1.5,10.1,1455
12,64,2.2,15.6,925
16,2048,2.6,11.6,2040
64,512,2.6,15.6,2115
12,1024,1.9,10.1,1515
12,1024,2.0,16.0,1845
12,128,1.9,17.3,1200
64,512,3.0,17.3,2270
12,512,2.2,10.1,885
8,1024,2.1,10.1,1465
4,2048,2.2,17.3,2395
8,64,2.1,14.0,795
16,2048,2.0,13.3,2250
32,128,2.0,11.6,1435
4,64,2.0,13.4,720
8,256,1.8,16.0,1155
4,256,1.5,12.1,730
16,512,2.4,13.3,1135
12,256,1.6,10.1,790
4,64,1.8,12.1,670
16,128,1.6,10.1,845
8,2048,2.0,16.0,2235
4,256,2.1,11.6,735
12,1024,2.0,12.5,1330
16,512,2.5,16.0,1275
8,256,2.2,16.0,1110
8,128,2.2,15.6,830
8,2048,2.3,11.6,1715
4,64,2.0,15.6,835
32,2048,2.8,13.3,2750
4,128,2.3,15.6,855
4,1024,2.1,16.0,1815
64,512,2.6,12.5,2150
32,128,2.4,12.5,1330
4,64,1.4,12.1,610
16,128,2.4,16.0,1295
12,512,1.6,11.6,1085
16,128,2.1,13.3,915
64,2048,2.8,17.3,3130
64,128,2.6,15.6,1845
12,256,1.6,11.6,920
8,512,2.1,14.0,1125
16,2048,2.6,13.3,2205
12,128,1.7,15.6,915
32,128,1.9,12.5,1515
12,2048,2.5,13.4,2020
4,2048,2.6,14.0,1750
12,128,1.7,10.1,860
64,512,2.2,11.6,1925
4,128,2.2,13.3,780
32,64,2.2,14.0,1580
16,1024,2.1,13.3,1565
12,2048,2.3,13.4,2090
32,256,2.3,14.0,1625
64,1024,2.8,12.1,2540
64,2048,2.6,13.3,2955
32,1024,2.0,11.6,2110
4,256,2.2,14.0,880
16,256,1.9,14.0,1010
64,256,2.5,11.6,2200
32,256,2.4,16.0,1955
8,64,1.7,11.6,745
32,256,2.2,10.1,1455
32,64,1.7,11.6,1245
12,512,1.8,16.0,1220
16,128,2.5,16.0,1280
64,512,2.9,13.4,2240
12,256,2.2,17.3,1285
32,512,2.4,12.5,1470
12,128,1.5,10.1,850
32,1024,2.0,13.4,2165
4,512,2.3,14.0,1030
16,128,2.0,15.6,1030
12,128,2.2,16.0,1050
8,1024,1.7,12.1,1575
4,128,1.8,16.0,925
64,512,2.8,13.3,2005
8,64,1.5,12.1,740
8,64,2.2,12.1,760
64,128,2.4,13.3,1830
16,128,2.4,15.6,1040
32,512,2.6,13.3,1695
64,64,2.5,11.6,2105
64,512,2.5,12.5,2070
12,128,1.5,10.1,720
4,64,1.6,13.3,675
4,128,1.9,11.6,740
4,64,1.7,12.1,620
32,64,2.6,17.3,1845
16,512,2.1,17.3,1265
12,256,1.6,12.1,995
12,128,2.3,17.3,1025
8,2048,2.1,13.4,2010
32,512,2.5,12.5,1695
16,2048,2.2,12.5,1885
64,2048,3.0,10.1,2885
64,512,2.1,10.1,2020
64,256,2.5,14.0,2195
4,1024,2.0,16.0,1735
16,64,1.8,11.6,855
32,2048,2.9,13.4,2975
4,2048,2.3,13.4,2050
64,2048,3.0,15.6,3150
16,256,1.9,15.6,1070
16,1024,1.9,12.5,1485
16,256,2.2,16.0,1335
64,512,2.3,12.1,2060
16,512,2.4,17.3,1245
64,256,2.7,12.5,2070
32,512,1.9,12.1,1585
12,64,2.3,16.0,1065
12,64,1.5,11.6,805
64,256,2.9,15.6,2185
32,256,2.3,10.1,1505
12,512,2.3,12.1,920
32,1024,2.3,10.1,1830
12,1024,1.8,11.6,1345
8,2048,2.5,17.3,2130
8,1024,1.8,16.0,1830
4,2048,1.9,15.6,1990
16,64,1.9,13.3,885
12,2048,2.5,11.6,2050
16,1024,2.3,11.6,1710
8,128,1.9,12.5,815
8,128,1.9,13.3,740
4,256,2.1,15.6,960
12,128,1.7,12.5,790
32,2048,2.0,10.1,2750
12,64,1.9,12.5,740
12,512,1.6,13.3,1030
32,512,2.7,17.3,1975
32,64,2.1,10.1,1240
32,2048,2.7,14.0,2785
12,256,2.4,17.3,1230
32,256,2.3,16.0,1880
4,256,1.5,12.5,850
4,1024,2.1,17.3,1800
16,1024,1.8,14.0,1425
16,512,2.5,17.3,1245
12,512,1.5,12.1,1060
64,256,2.6,17.3,2560
4,256,1.7,16.0,945
64,512,2.8,15.6,2420
32,2048,2.8,13.4,2480
8,64,1.7,15.6,820
32,1024,2.6,15.6,2130
16,2048,2.3,10.1,1850
8,2048,2.3,12.5,1810
12,256,1.9,11.6,815
12,256,2.1,12.1,915
8,2048,2.1,12.5,1935
16,64,1.9,12.1,810
8,64,1.9,11.6,740
64,256,2.4,13.3,1920
4,256,2.1,13.4,775
64,1024,2.2,12.5,2755
16,2048,2.4,16.0,2495
12,512,1.6,13.3,1060
32,512,2.1,11.6,1780
8,2048,2.2,11.6,2035
32,2048,2.2,14.0,2780
64,1024,2.7,13.3,2430
8,64,2.3,14.0,725
12,128,1.8,14.0,875
12,64,2.1,14.0,770
12,256,2.1,12.1,880
16,512,1.8,15.6,1225
8,512,1.6,13.3,890
8,2048,2.6,14.0,2095
8,1024,2.0,15.6,1500
32,2048,2.3,11.6,2690
8,256,2.3,14.0,850
32,1024,2.3,12.1,1930
16,512,1.9,15.6,1230
64,1024,2.8,13.4,2400
64,2048,2.7,13.3,2905
12,256,1.8,15.6,1085
64,512,2.5,13.4,2020
16,128,2.1,13.4,850
32,256,2.4,13.3,1705
64,128,2.3,14.0,1865
4,2048,2.4,10.1,1815
12,1024,2.3,14.0,1615
4,512,2.3,17.3,1120
16,256,2.0,16.0,1310
4,2048,2.3,17.3,2175
64,1024,2.7,10.1,2530
8,512,1.6,12.1,1075
16,512,1.8,16.0,1510
12,128,1.8,10.1,855
4,512,1.9,12.1,945
16,1024,2.2,12.5,1745
4,1024,1.9,17.3,1685
8,256,2.3,16.0,1075
32,1024,2.7,14.0,2195
4,64,2.3,17.3,950
12,256,2.0,10.1,815
32,64,1.9,12.5,1250
32,64,2.3,13.3,1610
16,1024,2.5,12.5,1570
4,128,1.5,11.6,615
16,256,2.2,10.1,890
32,256,1.9,13.3,1595
16,64,2.0,14.0,1020
64,256,3.0,17.3,2460
16,128,2.3,17.3,1085
16,1024,2.3,17.3,1760
16,2048,2.1,12.5,1990
12,128,2.1,10.1,745
8,128,2.3,16.0,915
4,256,1.7,10.1,660
64,256,2.5,13.4,1840
12,256,2.1,11.6,900
8,128,2.0,17.3,1120
8,256,1.8,15.6,845
16,128,1.7,10.1,810
8,256,1.6,12.5,800
64,512,2.3,12.5,2190
64,256,2.2,15.6,2325
12,1024,2.2,15.6,1770
16,256,2.0,11.6,890
32,1024,2.1,14.0,2025
8,128,2.0,17.3,1025
16,1024,2.6,17.3,2065
16,64,2.3,15.6,1010
8,256,2.2,11.6,840
64,256,2.5,12.5,2115
4,2048,1.9,12.1,2020
32,256,1.8,12.5,1505
12,2048,2.4,13.3,1895
4,64,2.3,16.0,875
4,512,1.7,13.4,885
8,1024,2.3,12.5,1465
64,128,2.6,13.4,1795
8,512,2.2,14.0,940
32,128,2.0,15.6,1505
64,1024,2.3,13.4,2435
12,64,1.7,10.1,665
64,128,2.0,12.5,1790
32,2048,2.3,10.1,2360
16,256,1.9,13.3,965
8,512,2.2,11.6,935
32,128,2.2,12.1,1545
8,512,2.2,12.5,975
16,256,1.9,12.1,900
64,2048,3.0,13.4,3025
32,512,2.4,16.0,1810
4,64,2.0,14.0,795
12,64,2.0,17.3,1115
32,512,2.7,17.3,2045
12,1024,2.3,15.6,1450
64,512,2.8,17.3,2325
32,64,1.9,10.1,1190
12,128,2.3,13.4,775
64,128,2.5,12.1,2090
4,256,1.9,16.0,925
4,1024,2.3,16.0,1485
12,256,2.1,11.6,830
32,256,2.6,15.6,1760
64,256,2.7,13.4,1825
16,1024,1.8,10.1,1480
4,128,2.1,15.6,735
4,128,1.8,15.6,780
32,1024,2.3,16.0,2180
8,512,1.9,15.6,1125
32,256,1.9,13.4,1635
64,512,2.2,14.0,1990
8,1024,2.4,16.0,1610
64,64,2.6,16.0,1940
32,256,2.6,16.0,1600
12,1024,2.1,16.0,1940
16,512,2.1,16.0,1270
8,2048,2.6,15.6,2270
4,128,2.0,12.5,660
32,2048,2.2,13.4,2925
4,256,1.5,12.1,825
12,256,2.0,10.1,820
8,1024,2.2,15.6,1545
4,1024,2.3,12.5,1530
4,2048,2.5,16.0,2335
16,1024,1.6,10.1,1580
12,128,2.1,16.0,1230
16,256,2.1,14.0,1115
4,2048,2.2,12.1,1665
16,64,2.1,14.0,970
4,128,1.5,13.3,810
4,64,1.9,17.3,945
12,256,1.5,12.5,805
4,512,1.7,15.6,895
8,64,1.8,17.3,1160
64,1024,2.9,13.4,2475
12,256,2.2,14.0,920
16,256,1.9,10.1,905
16,1024,1.9,14.0,1480
4,128,1.8,10.1,710
12,64,1.9,13.4,845
4,64,1.6,10.1,685
12,256,1.7,10.1,820
64,64,2.3,17.3,2260
8,2048,2.4,17.3,2155
64,1024,2.3,15.6,2695
64,64,2.8,13.4,2175
4,256,1.9,16.0,1125
4,512,1.9,12.5,965
12,512,2.5,17.3,1260
4,2048,2.4,12.1,1890
12,2048,2.4,13.4,1935
16,2048,2.8,17.3,2490
12,2048,2.5,10.1,2090
16,512,2.0,11.6,1170
8,512,2.5,17.3,1340
32,512,2.2,13.3,1670
8,1024,1.9,16.0,1595
4,1024,1.7,10.1,1405
4,1024,2.3,12.1,1455
16,2048,2.0,13.4,2040
32,64,2.0,10.1,1465
4,2048,2.3,12.5,2065
16,2048,2.8,14.0,2370
64,128,2.1,14.0,2025
64,2048,3.0,12.1,3040
64,128,2.5,14.0,2150
8,1024,1.9,12.1,1255
64,64,2.3,14.0,1735
8,256,1.8,12.5,860
4,256,2.0,15.6,785
8,2048,2.1,14.0,2230
64,512,2.3,11.6,1940
12,1024,2.1,10.1,1400
16,128,1.8,13.3,865
8,64,1.6,11.6,710
4,256,2.1,16.0,930
32,64,2.2,14.0,1525
12,512,1.9,10.1,1015
8,128,1.7,15.6,920
12,2048,2.5,10.1,2010
64,2048,2.7,12.5,3495
16,1024,2.4,11.6,1555
12,1024,2.1,10.1,1315
4,512,2.3,15.6,1065
32,128,1.8,14.0,1605
64,256,2.5,10.1,1800
8,128,2.2,13.3,880
32,64,1.9,16.0,1705
8,128,1.4,11.6,760
8,256,1.6,11.6,715
64,128,2.6,17.3,2295
32,64,2.1,14.0,1410
64,64,2.5,12.5,2110
12,64,2.0,17.3,1125
12,1024,2.0,15.6,1755
4,128,1.9,14.0,825
32,2048,2.8,13.3,2500
8,2048,2.0,10.1,2085
12,1024,1.7,11.6,1385
12,1024,2.6,16.0,1720
64,256,2.7,10.1,1800
64,2048,3.0,12.1,2870
12,512,1.9,16.0,1375
16,256,1.8,13.3,955
12,2048,2.0,10.1,1980
8,512,2.2,10.1,800
32,256,2.0,10.1,1615
4,128,2.0,17.3,1105
4,128,2.2,16.0,1080
4,64,2.0,12.1,665
4,1024,1.9,17.3,1555
16,2048,1.9,12.5,2260
8,512,1.6,14.0,1060
4,64,2.1,15.6,760
32,512,2.1,14.0,1860
8,128,2.1,16.0,925
12,256,2.0,10.1,875
32,512,2.3,14.0,1730
8,2048,2.0,12.5,1840
64,2048,2.6,12.5,3515
4,64,2.1,17.3,870
12,2048,1.9,11.6,2035
4,512,2.0,13.4,960
4,128,1.7,16.0,965
12,512,1.6,11.6,1035
4,64,2.3,15.6,825
12,128,1.6,12.1,895
12,256,2.2,13.3,915
32,2048,2.8,17.3,3115
16,128,1.9,14.0,960
12,512,2.0,15.6,1260
8,256,2.3,16.0,1175
32,128,2.3,16.0,1655
64,256,2.3,17.3,2325
12,2048,2.1,12.1,1990
8,512,2.2,17.3,1230
64,2048,2.8,12.5,3070
16,512,2.3,13.4,1035
8,128,1.6,11.6,765
4,128,1.9,15.6,875
32,512,1.8,12.1,1595
4,1024,2.0,11.6,1455
8,1024,2.1,13.4,1370
32,1024,2.4,13.4,2265
12,128,2.4,16.0,1045
4,2048,2.5,14.0,2165
8,512,2.2,13.3,920
8,64,1.6,13.4,860
16,256,2.4,15.6,1100
4,2048,1.9,12.5,1915
4,2048,2.0,15.6,2215
16,2048,2.6,13.3,2145
64,1024,2.6,10.1,2420
16,1024,1.7,12.5,1705
12,256,1.6,10.1,930
12,1024,2.2,13.4,1445
16,256,1.8,12.1,850
8,512,2.0,14.0,940
64,1024,2.5,12.5,2905
4,1024,2.4,12.5,1295
12,128,1.8,15.6,850
32,2048,2.6,17.3,2690
12,256,2.0,10.1,825
16,2048,2.7,15.6,2445
64,64,2.4,14.0,1925
16,512,1.9,14.0,1215
8,2048,2.0,14.0,2005
16,128,2.1,12.5,990
8,2048,2.3,15.6,1900
4,256,2.3,13.4,800
16,128,2.0,14.0,985
32,128,2.4,15.6,1520
4,128,1.6,12.1,730
8,1024,1.8,12.1,1320
8,64,1.9,16.0,1050
16,64,2.2,17.3,1040
8,2048,2.4,12.5,2050
32,64,2.2,11.6,1330
16,512,2.1,12.5,965
12,128,1.7,13.3,765
12,1024,2.3,11.6,1405
16,1024,2.5,17.3,1905
64,2048,3.0,15.6,3280
64,64,2.3,16.0,2090
32,1024,2.3,13.4,2120
32,1024,2.1,15.6,2180
32,1024,2.5,13.3,2090
16,256,2.2,13.4,885
32,256,2.5,14.0,1515
4,512,2.3,12.5,845
16,2048,2.4,16.0,2385
8,2048,2.5,12.1,1955
8,512,1.6,12.1,1020
16,1024,2.2,12.1,1645
16,128,1.9,15.6,950
12,2048,2.5,13.4,2210
16,512,2.5,15.6,1085
12,256,2.3,15.6,1035
32,512,2.2,11.6,1545
12,64,1.4,10.1,790
16,2048,2.6,10.1,1850
4,256,2.2,14.0,795
12,512,2.0,12.5,1090
64,128,2.0,11.6,2055
64,512,2.5,13.3,2140
4,512,2.0,17.3,1110
12,256,1.9,16.0,1195
16,64,2.2,15.6,870
64,512,2.5,16.0,2490
64,512,2.3,15.6,2375
4,64,1.9,14.0,680
32,256,2.0,17.3,1855
16,128,1.9,16.0,1285
4,128,1.5,11.6,705
12,256,1.9,14.0,1020
4,512,2.1,16.0,1110
12,256,2.2,13.3,1040
16,2048,2.2,14.0,2330
64,512,2.7,17.3,2535
8,256,1.9,16.0,1045
12,2048,2.2,13.4,2065
12,1024,1.8,13.3,1365
16,128,1.8,13.3,965
8,64,1.5,13.4,865
4,1024,2.2,16.0,1450
16,64,2.1,11.6,850
4,2048,2.1,16.0,2110
64,1024,2.6,17.3,2855
16,1024,2.3,15.6,1535
8,128,1.9,15.6,970
12,2048,2.4,12.5,2205
64,512,2.9,13.3,2095
4,1024,1.6,11.6,1245
32,512,2.3,16.0,2110
64,512,2.5,12.1,2005
64,64,2.4,12.5,1755
8,2048,2.1,11.6,2050
4,64,1.8,17.3,1080
16,128,1.5,11.6,810
32,2048,2.7,16.0,2770
12,2048,2.7,14.0,2290
12,64,1.8,13.3,900
4,256,1.5,12.1,820
32,2048,2.9,16.0,2685
32,128,2.3,12.1,1520
64,512,2.4,15.6,2115
8,512,2.0,11.6,855
16,512,2.4,15.6,1140
4,1024,2.0,12.1,1520
32,128,2.2,10.1,1220
12,1024,1.8,11.6,1375
12,1024,2.0,12.1,1600
64,1024,2.8,13.3,2405
16,64,2.0,13.3,980
8,512,1.6,12.5,995
32,64,2.2,16.0,1575
8,128,2.2,16.0,990
12,128,2.0,13.4,900
16,128,1.9,14.0,905
16,128,1.8,16.0,1040
4,256,1.7,16.0,1020
4,128,1.9,12.1,680
4,2048,2.1,17.3,2125
16,1024,2.4,13.4,1540
64,1024,2.6,12.5,2865
12,2048,2.3,12.5,2045
4,128,2.0,15.6,880
8,512,1.8,12.1,850
16,512,2.0,12.5,980
16,512,1.9,16.0,1200
32,256,1.9,12.5,1540
16,2048,2.7,16.0,2225
4,256,1.9,13.3,905
8,64,1.8,13.4,860
16,1024,2.2,10.1,1555
12,2048,2.1,16.0,2215
64,64,2.3,15.6,2220
4,128,1.6,15.6,865
16,64,1.8,14.0,835
8,2048,2.0,12.1,1795
12,2048,2.5,12.5,1845
16,256,2.2,13.4,935
64,512,2.7,17.3,2205
16,256,2.4,13.3,1055
12,128,2.0,17.3,1105
16,64,1.8,13.4,965
12,128,2.3,14.0,975
8,1024,2.1,15.6,1375
16,64,2.1,16.0,1120
16,1024,1.8,12.5,1725
12,256,2.3,15.6,1090
32,2048,2.9,13.3,2735
16,1024,2.4,14.0,1450
16,512,1.7,10.1,1095
32,128,2.2,12.1,1330
8,128,2.4,17.3,1110
16,2048,2.6,13.3,2340
8,1024,1.9,12.5,1585
32,256,2.2,15.6,1735
64,1024,2.3,13.3,2385
4,2048,2.1,12.1,2105
4,512,2.1,14.0,985
16,1024,1.9,16.0,1710
16,2048,2.1,16.0,2365
64,2048,2.7,11.6,3395
32,64,1.8,13.3,1585
32,64,1.6,12.1,1270
32,256,1.8,10.1,1275
8,128,2.2,13.4,785
32,512,2.4,14.0,1705
8,512,2.0,17.3,1155
32,128,2.2,16.0,1605
16,256,2.1,13.3,1080
4,128,1.7,13.4,735
16,2048,2.1,15.6,2220
12,64,1.4,11.6,745
4,512,1.6,13.3,1015
12,256,1.6,13.3,1030
32,64,2.5,14.0,1575
32,2048,2.5,16.0,2745
4,2048,2.0,13.4,2015
12,512,2.0,16.0,1170
8,64,2.1,11.6,685
4,128,2.0,15.6,900
4,512,2.0,13.4,880
16,512,2.1,11.6,1015
4,128,1.9,13.3,740
4,2048,2.6,17.3,2365
12,128,2.1,17.3,1100
64,2048,2.8,11.6,2890
32,512,2.2,10.1,1415
32,256,2.5,14.0,1490
16,128,1.7,15.6,980
8,512,2.1,15.6,1005
4,256,2.0,13.4,785
32,64,2.2,12.1,1380
16,64,1.6,12.5,850
32,64,2.3,12.1,1535
16,512,2.1,16.0,1340
8,256,1.8,10.1,795
12,2048,2.2,11.6,1815
12,1024,2.0,14.0,1500
16,128,2.4,17.3,1090
12,256,2.0,15.6,1055
8,64,1.6,12.5,780
32,128,1.8,12.5,1580
8,512,2.1,13.3,910
64,2048,2.5,12.5,3030
16,128,2.0,10.1,900
32,64,2.3,14.0,1400
8,256,1.7,14.0,795
4,1024,1.7,12.5,1525
4,512,1.8,11.6,960
12,256,2.0,16.0,1035
4,512,1.7,16.0,1240
16,64,1.9,13.3,855
16,256,2.4,13.3,885
4,64,1.8,13.3,635
64,64,2.4,10.1,1900
8,128,2.3,15.6,895
12,64,1.5,12.1,855
64,64,2.8,17.3,2175
4,64,2.0,16.0,980
12,256,1.8,15.6,1025
4,128,2.2,17.3,995
8,64,1.8,16.0,1105
32,64,1.8,13.3,1405
12,2048,2.0,12.1,2165
32,512,1.7,11.6,1545
32,64,2.3,16.0,1495
16,1024,2.1,12.1,1440
64,1024,2.5,14.0,2495
8,128,1.6,13.4,730
12,512,1.8,12.5,1150
64,256,2.1,10.1,2055
16,128,2.0,10.1,765
32,2048,2.7,13.4,2530
64,64,2.3,10.1,2040
16,2048,2.4,17.3,2180
8,64,1.5,13.3,855
8,64,2.0,14.0,785
64,512,2.3,12.5,2130
4,512,2.3,13.3,1005
12,2048,2.6,13.4,1975
64,128,2.0,10.1,1890
32,1024,2.4,13.4,2185
12,2048,2.2,12.5,2180
4,1024,2.3,13.3,1310
64,2048,2.7,12.5,3450
16,64,2.0,17.3,1200
16,2048,2.7,13.3,2320
4,512,1.8,13.3,975
32,256,2.4,15.6,1645
8,512,2.3,12.1,975
64,64,2.9,16.0,2380
12,256,2.0,13.4,910
16,1024,2.2,14.0,1665
32,2048,2.7,13.4,2720
4,1024,2.1,11.6,1200
4,64,1.9,17.3,900
32,64,1.8,13.4,1485
16,128,1.8,12.1,975
4,64,2.2,15.6,815
12,2048,2.4,13.3,2075
8,256,1.6,11.6,795
32,256,2.1,14.0,1655
32,1024,2.2,13.3,1945
64,1024,2.5,10.1,2450
32,64,1.8,11.6,1235
8,1024,2.0,14.0,1445
32,2048,3.0,17.3,3290
32,256,2.5,13.3,1400
8,512,1.5,11.6,975
32,64,2.3,12.1,1360
16,1024,2.5,13.4,1785
8,512,1.8,16.0,1110
64,256,2.6,15.6,1860
16,1024,2.4,13.3,1770
8,128,1.8,12.1,830
16,256,2.3,13.3,920
64,128,2.5,10.1,2035
4,2048,2.3,10.1,2020
16,512,1.6,12.1,1150
12,128,1.9,11.6,830
4,128,1.8,12.1,645
4,64,1.4,13.4,700
32,128,2.3,13.3,1370
8,512,2.0,12.1,1060
4,1024,2.1,12.1,1490
4,128,2.1,13.3,750
16,256,1.9,14.0,955
8,256,1.6,14.0,905
64,128,2.3,14.0,1955
4,64,1.9,12.5,675
64,1024,2.7,10.1,2685
64,512,2.7,12.5,2400
8,256,1.8,10.1,805
8,64,1.7,13.3,740
8,2048,2.1,12.1,1845
32,64,2.0,10.1,1510
32,64,2.3,17.3,1630
64,256,2.7,16.0,2330
8,256,1.7,12.1,760
8,128,2.0,13.3,855
4,256,1.5,12.1,840
4,1024,1.6,11.6,1290
32,64,2.3,12.5,1405
64,1024,3.0,17.3,2775
8,128,1.6,14.0,910
12,64,1.7,13.3,830
4,64,1.5,13.3,785
8,64,1.9,14.0,835
12,512,2.0,15.6,1065
32,1024,2.8,15.6,2435
32,1024,2.3,11.6,1880
12,1024,1.8,14.0,1560
12,256,1.9,14.0,1065
32,256,2.5,14.0,1620
4,1024,2.3,15.6,1495
16,2048,2.2,13.3,2010
4,128,2.0,11.6,630
8,512,1.8,13.3,925
8,2048,1.8,11.6,2030
12,2048,1.9,12.1,1890
4,128,1.8,12.1,785
12,2048,2.0,10.1,1775
4,128,1.6,10.1,670
64,256,2.7,14.0,2000
4,512,2.1,15.6,890
8,256,1.9,14.0,915
4,64,2.0,13.4,735
32,256,2.2,12.1,1565
8,512,1.7,12.1,885
4,2048,1.9,13.3,1920
64,1024,2.8,10.1,2355
64,1024,3.0,16.0,2585
4,64,1.6,12.5,745
12,64,1.9,12.5,885
8,512,1.6,10.1,825
12,256,1.9,12.5,1010
12,256,2.0,14.0,1035
8,1024,1.9,13.4,1640
64,512,2.8,11.6,2305
16,64,2.1,12.5,925
8,2048,2.4,15.6,1905
4,128,1.4,10.1,715
12,512,1.8,12.5,1105
4,64,1.9,11.6,730
4,1024,1.9,10.1,1280
8,2048,2.4,13.4,2110
64,2048,3.0,16.0,3790
8,256,2.1,13.3,940
64,512,2.4,10.1,1865
16,128,1.7,13.3,880
32,64,2.2,14.0,1335
12,1024,2.1,13.4,1625
12,2048,2.2,13.3,2010
12,128,2.1,10.1,750
4,2048,2.2,16.0,2045
32,128,2.3,13.3,1350
8,2048,2.1,16.0,2280
16,1024,2.4,12.5,1415
4,128,1.8,12.1,625
16,512,1.8,13.3,1160
8,1024,2.4,12.1,1500
12,512,1.6,12.1,925
4,1024,2.4,12.5,1440
12,128,2.2,13.3,795
8,128,2.1,17.3,1195
8,2048,2.5,11.6,1875
12,512,2.0,10.1,930
32,512,2.4,16.0,1940
8,64,1.9,15.6,820
64,64,2.4,13.3,2000
4,2048,2.2,13.4,2035
64,512,2.6,10.1,2165
64,2048,3.0,15.6,2955
8,128,1.8,13.4,885
32,128,2.5,16.0,1530
32,256,2.0,12.1,1515
12,256,2.4,16.0,1055
64,512,2.5,17.3,2200
32,2048,2.7,13.4,2700
